person_age,person_gender,person_education,person_income,loan_amnt,loan_intent,loan_int_rate,cb_person_cred_hist_length,previous_loan_defaults_on_file,loan_status
31,male,Master,63325,5000,DEBTCONSOLIDATION,12.96,9,No,0
28,male,Bachelor,73025,4500,EDUCATION,13.34,9,No,0
23,male,Bachelor,46491,7000,PERSONAL,12.12,4,Yes,0
25,female,High School,120889,9000,PERSONAL,11.32,4,No,0
23,female,Master,73240,9000,VENTURE,6.14,3,Yes,0
23,female,Associate,90968,5000,VENTURE,12.23,4,Yes,0
22,male,Associate,70084,4000,DEBTCONSOLIDATION,7.83,3,Yes,0
28,female,Bachelor,103007,8989,EDUCATION,10.44,6,Yes,0
29,female,Bachelor,51570,7500,VENTURE,12.13,9,No,0
24,male,High School,48775,7500,PERSONAL,11.39,4,Yes,0
34,male,Master,74497,1174,EDUCATION,10.63,12,No,0
22,female,Associate,42404,4000,VENTURE,10.52,3,Yes,0
26,female,Associate,44285,6000,DEBTCONSOLIDATION,9.84,4,Yes,0
36,female,Associate,97153,14512,MEDICAL,11.4,14,No,0
30,male,Master,282562,23011,HOMEIMPROVEMENT,9.93,6,No,0
29,male,Master,108761,22000,HOMEIMPROVEMENT,9.04,5,Yes,0
23,male,Associate,52837,7995,VENTURE,9.75,4,Yes,0
37,male,Associate,54887,6000,PERSONAL,10.18,12,Yes,0
24,female,High School,44861,10872,VENTURE,10.09,4,No,0
22,male,Master,72968,6000,VENTURE,10.83,2,Yes,0
24,male,High School,88642,10000,MEDICAL,10.26,3,Yes,0
23,male,Master,36646,8000,MEDICAL,11.6,2,Yes,0
25,male,Master,87317,2100,HOMEIMPROVEMENT,7.7,3,Yes,0
28,female,Bachelor,65618,9135,MEDICAL,9.17,10,No,0
26,female,Bachelor,47677,10000,MEDICAL,10.42,3,Yes,0
29,male,High School,29720,10000,HOMEIMPROVEMENT,5.82,7,Yes,0
25,female,Associate,63214,8389,VENTURE,12.67,7,Yes,0
28,female,Master,85990,7583,MEDICAL,6.74,8,Yes,0
28,female,High School,63472,5000,MEDICAL,13.69,7,No,0
25,female,High School,56901,13069,DEBTCONSOLIDATION,11.53,3,Yes,0
33,female,Master,67300,8000,PERSONAL,11.09,9,No,0
25,male,Associate,66997,15000,EDUCATION,10.41,3,Yes,0
32,female,Bachelor,173575,21000,DEBTCONSOLIDATION,10.56,13,No,0
22,female,High School,34720,10647,EDUCATION,10.93,3,Yes,0
24,female,High School,51151,10000,EDUCATION,11.74,2,No,0
28,male,High School,38396,15000,EDUCATION,8.01,6,No,0
26,female,Associate,49382,6583,MEDICAL,10.21,7,Yes,0
28,male,Master,67260,6500,HOMEIMPROVEMENT,9.72,7,No,0
26,male,Bachelor,61348,10000,PERSONAL,7.33,3,No,0
31,male,Associate,73294,15000,EDUCATION,11.38,7,Yes,0
28,female,High School,53594,10827,HOMEIMPROVEMENT,8.5,4,Yes,0
35,male,Associate,87386,13024,HOMEIMPROVEMENT,10.58,12,No,0
22,female,High School,72667,7000,DEBTCONSOLIDATION,7.14,3,Yes,0
32,male,Master,90064,8124,EDUCATION,8.72,5,No,0
31,male,Associate,90934,6094,EDUCATION,10.13,8,Yes,0
28,male,Master,28205,3000,EDUCATION,9.19,4,No,0
24,female,High School,37310,2000,MEDICAL,7.71,4,Yes,0
30,female,Bachelor,61291,3984,DEBTCONSOLIDATION,10.86,9,No,0
24,male,Bachelor,47293,2080,VENTURE,9.65,3,Yes,0
25,male,Associate,54736,11100,PERSONAL,13.11,2,Yes,0
31,male,Master,96922,10000,VENTURE,9.54,9,No,0
30,female,High School,31036,7000,DEBTCONSOLIDATION,10.06,10,No,0
29,male,High School,38321,9959,DEBTCONSOLIDATION,8.66,6,Yes,0
31,male,High School,36909,7200,VENTURE,15.76,7,No,0
26,female,High School,120837,12000,MEDICAL,6.26,2,Yes,0
25,male,Associate,72704,10000,VENTURE,9.61,3,No,0
23,male,Bachelor,60193,5000,EDUCATION,9.33,4,Yes,0
45,male,Associate,73175,15000,HOMEIMPROVEMENT,11.97,13,Yes,0
30,male,High School,26447,1721,MEDICAL,12.69,7,Yes,0
25,male,Bachelor,57672,5019,DEBTCONSOLIDATION,11.45,4,Yes,0
24,male,Bachelor,60669,9000,PERSONAL,12.05,4,Yes,0
26,male,Bachelor,87325,8000,DEBTCONSOLIDATION,11.7,7,No,0
26,male,Associate,126827,20000,VENTURE,11.59,5,No,0
28,male,Bachelor,69298,12285,PERSONAL,8.04,8,Yes,0
32,male,Associate,102070,14373,MEDICAL,12.25,7,Yes,0
29,female,High School,90941,4040,DEBTCONSOLIDATION,8.65,7,Yes,0
34,male,Master,43231,5000,MEDICAL,6.95,10,No,0
23,male,Associate,55046,1225,EDUCATION,12.91,4,No,0
34,female,Associate,162530,10000,VENTURE,7.37,9,Yes,0
25,male,Associate,48934,5000,MEDICAL,12.82,3,No,0
30,female,High School,46981,8000,EDUCATION,15.73,6,No,0
26,male,High School,69873,1973,MEDICAL,13.22,3,Yes,0
24,female,High School,66689,2000,PERSONAL,7.95,3,No,0
23,male,High School,99100,10945,PERSONAL,10.62,3,No,0
29,female,Associate,82592,20000,EDUCATION,8.41,7,No,0
27,female,Master,71865,13000,EDUCATION,7.91,6,Yes,0
31,female,Bachelor,108955,4800,EDUCATION,10.12,5,No,0
28,male,Associate,61313,2185,PERSONAL,11.45,8,Yes,0
32,male,High School,144832,2029,EDUCATION,11.01,10,Yes,0
28,male,Associate,26777,4195,PERSONAL,7.51,7,Yes,0
23,male,High School,35274,10514,DEBTCONSOLIDATION,11.99,2,Yes,0
23,female,Associate,61087,8000,PERSONAL,10.62,4,No,0
23,male,Associate,73066,15000,HOMEIMPROVEMENT,13.6,3,Yes,0
24,male,Bachelor,75478,6278,MEDICAL,10.65,2,Yes,0
23,male,Associate,90961,5600,PERSONAL,8.37,3,No,0
33,male,Bachelor,53149,1440,MEDICAL,10.34,7,No,0
22,male,Associate,44422,18407,VENTURE,8.34,4,Yes,0
23,male,Master,40269,2000,EDUCATION,12.25,3,No,0
24,male,High School,58857,3133,VENTURE,6.93,3,Yes,0
35,female,Associate,21158,1572,VENTURE,13.67,6,Yes,0
33,male,Bachelor,58289,7800,PERSONAL,9.93,8,Yes,0
29,female,High School,64019,5000,DEBTCONSOLIDATION,12.78,8,Yes,0
29,female,Master,180713,12000,HOMEIMPROVEMENT,6.92,9,Yes,0
27,male,High School,57625,5110,DEBTCONSOLIDATION,11.41,6,Yes,0
24,male,Master,69553,5572,MEDICAL,10.15,3,No,0
29,female,High School,60829,10000,PERSONAL,7.44,8,Yes,0
34,female,Master,159534,11569,HOMEIMPROVEMENT,11.91,7,Yes,0
23,male,High School,115079,12000,PERSONAL,6.64,3,Yes,0
25,male,Bachelor,115794,12000,PERSONAL,8.42,5,No,0
25,male,Associate,241153,24000,VENTURE,12.18,4,No,0
23,female,Bachelor,90942,15000,MEDICAL,13.36,4,Yes,0
33,female,Associate,199016,12000,PERSONAL,7.63,7,Yes,0
23,male,High School,63320,3000,DEBTCONSOLIDATION,6,2,Yes,0
22,male,High School,91022,10000,VENTURE,8.6,4,Yes,0
28,male,Associate,72873,6000,PERSONAL,11,9,Yes,0
33,male,Bachelor,49123,16678,MEDICAL,9.51,7,Yes,0
22,female,Bachelor,24151,2282,MEDICAL,10.11,3,Yes,0
25,male,Associate,126747,5000,PERSONAL,15.13,3,Yes,0
43,male,Associate,111338,15000,PERSONAL,9.82,17,Yes,0
33,male,Bachelor,51404,12000,PERSONAL,13.57,7,No,0
26,male,High School,35590,4000,EDUCATION,6.11,4,No,0
24,male,Bachelor,53569,10798,VENTURE,5.46,4,No,0
22,male,Bachelor,36766,6000,MEDICAL,7.51,4,Yes,0
41,male,High School,68230,6000,MEDICAL,11.01,12,Yes,0
23,female,Master,43006,6000,MEDICAL,7.49,3,No,0
22,male,Bachelor,126722,19129,EDUCATION,11.99,3,Yes,0
28,female,Master,105305,8115,EDUCATION,9.68,10,No,0
22,female,High School,41052,1000,DEBTCONSOLIDATION,10.9,2,Yes,0
27,male,Bachelor,55439,1376,VENTURE,9.78,9,Yes,0
22,male,Master,60388,9000,PERSONAL,14.34,4,No,0
36,male,Bachelor,300881,20000,EDUCATION,8.65,16,Yes,0
27,male,Associate,130701,10000,VENTURE,10.06,5,Yes,0
35,male,High School,66650,14000,EDUCATION,11.52,13,Yes,0
29,male,Associate,40759,5000,MEDICAL,8.98,9,No,0
25,female,Bachelor,82508,13597,MEDICAL,10.02,4,No,0
25,female,Associate,75937,7250,MEDICAL,10.65,4,No,0
38,female,Bachelor,78030,10000,DEBTCONSOLIDATION,12.06,11,No,0
25,female,High School,115059,5000,PERSONAL,10.98,4,Yes,0
23,male,High School,33348,6000,EDUCATION,6.63,5,Yes,0
23,male,High School,32035,6000,DEBTCONSOLIDATION,11.01,4,No,0
22,male,Bachelor,66912,15000,PERSONAL,12.97,4,Yes,0
22,female,Bachelor,60922,10000,VENTURE,12.1,4,Yes,0
25,female,Bachelor,96640,18000,PERSONAL,7.42,2,Yes,0
28,male,Associate,228914,21999,VENTURE,6.91,10,Yes,0
25,female,Master,78912,12800,EDUCATION,8.66,5,No,0
28,male,High School,59583,4170,MEDICAL,8.91,7,No,0
25,male,Master,38779,1409,EDUCATION,11.45,3,Yes,0
46,female,Associate,72364,2500,DEBTCONSOLIDATION,7.87,13,No,0
23,male,High School,90818,6000,VENTURE,6.85,4,No,0
31,male,Bachelor,48414,5000,VENTURE,6.85,9,Yes,0
30,female,Master,73097,12000,PERSONAL,11.43,9,No,0
39,female,High School,28343,5054,MEDICAL,11.44,10,Yes,0
23,female,High School,44236,12000,MEDICAL,7.73,4,Yes,0
32,male,Associate,103849,8000,PERSONAL,5.8,6,Yes,0
28,female,High School,51397,6000,VENTURE,5.47,9,No,0
39,female,High School,91008,14000,EDUCATION,6.03,13,Yes,0
34,female,Master,121055,15000,MEDICAL,8.59,10,Yes,0
23,female,High School,43870,5000,PERSONAL,13.23,4,No,0
22,male,High School,91207,24151,VENTURE,11.71,4,Yes,0
22,male,Bachelor,61123,15000,PERSONAL,8.2,3,Yes,0
23,male,Bachelor,67377,5000,EDUCATION,7.03,3,Yes,0
25,female,Bachelor,89655,4493,VENTURE,11.56,4,Yes,0
24,male,Associate,228482,5000,HOMEIMPROVEMENT,7.13,2,Yes,0
27,female,Associate,84757,16065,EDUCATION,11.95,8,Yes,0
35,male,High School,128154,15000,DEBTCONSOLIDATION,15.35,8,No,0
31,male,Bachelor,77767,3135,EDUCATION,10.83,8,Yes,0
29,female,High School,42806,7000,MEDICAL,9.54,6,Yes,0
35,male,Bachelor,29970,2000,MEDICAL,10.8,9,No,0
26,female,Associate,51430,12798,PERSONAL,10.57,2,Yes,0
23,male,High School,72866,6000,EDUCATION,9.52,2,Yes,0
25,male,Master,42998,3500,MEDICAL,7.64,5,Yes,0
34,male,Associate,35662,6000,EDUCATION,15.63,10,No,0
26,male,Associate,68687,3023,EDUCATION,11.28,6,Yes,0
35,male,Bachelor,49022,5000,PERSONAL,7.68,10,Yes,0
28,female,Associate,97275,22195,MEDICAL,10.21,9,Yes,0
32,male,Bachelor,46886,9697,VENTURE,10.83,9,No,0
22,male,Associate,30490,10000,VENTURE,11.01,3,Yes,0
30,female,Master,29767,6000,PERSONAL,6.68,9,Yes,0
25,male,Master,72691,15000,VENTURE,15.84,5,No,0
26,female,High School,96989,18000,PERSONAL,6.65,4,Yes,0
22,male,Master,51561,5000,MEDICAL,11.78,4,Yes,0
24,female,Associate,79029,5000,EDUCATION,10.64,2,Yes,0
37,female,Associate,242401,13585,DEBTCONSOLIDATION,10.84,14,No,0
27,male,Master,169127,13351,MEDICAL,13.46,4,No,0
27,male,Master,46593,3322,PERSONAL,8.17,5,No,0
27,female,Associate,48524,3000,PERSONAL,9.41,7,Yes,0
26,male,High School,63520,12151,PERSONAL,11.11,5,No,0
27,male,Master,50654,7285,MEDICAL,9.33,5,Yes,0
29,female,Bachelor,53500,8000,MEDICAL,15.91,8,No,0
27,female,High School,54694,2454,EDUCATION,12.61,8,No,0
32,male,Bachelor,55249,10000,VENTURE,12.82,10,No,0
33,female,Associate,34679,4200,EDUCATION,13.14,8,No,0
23,male,High School,44258,6000,EDUCATION,12.67,4,Yes,0
30,female,Bachelor,51537,4000,PERSONAL,9.7,7,No,0
42,male,Doctorate,96961,6400,MEDICAL,11.63,11,No,0
27,male,Associate,42977,7000,MEDICAL,11.13,5,Yes,0
29,female,Master,87603,24000,DEBTCONSOLIDATION,10.99,7,No,0
42,male,High School,2012954,9121,VENTURE,11.74,16,No,0
27,female,Bachelor,78980,18000,HOMEIMPROVEMENT,9.25,5,No,0
28,female,Associate,72944,17000,PERSONAL,9.1,7,No,0
24,female,Master,79162,12000,EDUCATION,8.09,3,No,0
24,male,Associate,74808,24250,EDUCATION,15.38,5,Yes,0
23,male,Associate,51775,6500,VENTURE,9.64,3,Yes,0
25,male,High School,70628,17500,EDUCATION,13.43,4,Yes,0
24,female,High School,79121,5000,EDUCATION,10.9,3,Yes,0
32,female,Associate,44357,3021,EDUCATION,8.69,7,Yes,0
24,female,High School,79046,14000,VENTURE,8.8,3,Yes,0
27,female,Bachelor,42854,4500,PERSONAL,8.15,7,No,0
29,male,Associate,43279,4000,VENTURE,8.67,6,Yes,0
36,female,Associate,61217,7200,VENTURE,12.75,12,Yes,0
27,male,Bachelor,144509,16000,DEBTCONSOLIDATION,11.96,8,No,0
27,male,High School,37258,12000,EDUCATION,11.15,4,Yes,0
23,male,Associate,44021,12000,MEDICAL,15.16,3,No,0
29,female,Bachelor,79257,8000,EDUCATION,6.92,5,Yes,0
27,male,Bachelor,39740,5000,MEDICAL,10.84,6,No,0
34,male,Associate,108751,24206,MEDICAL,10.78,7,No,0
25,male,Associate,25109,3600,EDUCATION,11.69,4,No,0
32,male,Master,50848,9000,MEDICAL,7.71,8,No,0
27,female,Bachelor,57474,5000,MEDICAL,10.36,7,Yes,0
45,female,High School,76782,10000,MEDICAL,10.32,11,Yes,0
24,female,Associate,114898,35000,EDUCATION,7.9,3,Yes,0
24,male,Associate,76387,8958,MEDICAL,11.61,5,Yes,0
29,male,High School,75552,4800,EDUCATION,9.83,8,Yes,0
26,male,High School,110263,15000,MEDICAL,8.44,4,Yes,0
26,male,High School,77752,4822,HOMEIMPROVEMENT,11.95,6,No,0
26,female,High School,44369,3600,EDUCATION,9.79,9,Yes,0
23,female,Bachelor,199013,9744,PERSONAL,7.79,4,Yes,0
27,male,Bachelor,41072,3218,VENTURE,15.05,4,No,0
26,female,Bachelor,76306,4422,DEBTCONSOLIDATION,9.8,4,No,0
29,male,Bachelor,54913,10000,MEDICAL,10.55,7,Yes,0
24,male,High School,68390,10000,MEDICAL,9.18,3,No,0
23,female,High School,58478,2800,VENTURE,12.36,3,Yes,0
23,male,High School,53992,3034,MEDICAL,8.96,4,Yes,0
30,male,Master,60551,4000,DEBTCONSOLIDATION,11.77,7,Yes,0
26,female,High School,35884,5000,MEDICAL,13.88,5,Yes,0
26,female,High School,115169,15000,VENTURE,10.97,4,Yes,0
22,male,High School,84253,15000,EDUCATION,8.56,3,Yes,0
24,male,Bachelor,120876,17069,PERSONAL,7.56,4,Yes,0
26,male,Bachelor,94686,7200,VENTURE,6.62,4,Yes,0
39,female,High School,37202,5000,VENTURE,12.81,13,No,0
25,female,High School,58736,10410,EDUCATION,7.49,4,Yes,0
23,male,Bachelor,50015,7789,MEDICAL,9.28,3,Yes,0
26,male,High School,90941,4000,PERSONAL,12.65,2,Yes,0
24,male,Master,73118,12000,EDUCATION,10.54,3,Yes,0
29,male,Master,44179,6000,HOMEIMPROVEMENT,15.12,7,Yes,0
33,male,Bachelor,33510,1500,EDUCATION,11.4,9,Yes,0
22,female,Bachelor,49222,10000,EDUCATION,11.01,2,Yes,0
33,female,Bachelor,62218,6000,MEDICAL,6.51,8,Yes,0
30,female,Bachelor,65988,5000,MEDICAL,7.83,5,Yes,0
30,male,Master,264940,8693,DEBTCONSOLIDATION,10.55,6,No,0
25,male,Master,94924,15969,VENTURE,11.73,4,Yes,0
33,female,Master,117319,25000,VENTURE,16.09,6,Yes,0
29,female,Bachelor,41983,8000,DEBTCONSOLIDATION,12.63,8,Yes,0
25,female,Associate,51359,10000,PERSONAL,13.75,3,No,0
35,male,Master,46581,10000,MEDICAL,8.99,7,Yes,0
30,male,Associate,84875,5540,MEDICAL,7.26,9,Yes,0
22,male,Bachelor,24779,2500,EDUCATION,12.62,3,Yes,0
23,male,Master,82655,10000,PERSONAL,10.16,3,No,0
28,female,Associate,79152,12000,PERSONAL,12.31,8,Yes,0
24,male,Bachelor,61199,5600,EDUCATION,11.09,4,Yes,0
25,male,Associate,84765,25000,PERSONAL,9.04,3,Yes,0
33,female,High School,62179,6468,EDUCATION,9.63,8,Yes,0
23,female,Master,87276,10000,EDUCATION,15.94,3,No,0
29,female,Bachelor,31052,3000,PERSONAL,13.17,9,Yes,0
36,male,Master,28599,7564,MEDICAL,8.13,14,No,0
40,female,High School,58477,6000,MEDICAL,11.06,16,No,0
24,female,High School,48906,10000,EDUCATION,8.12,3,Yes,0
24,female,Associate,52479,5000,MEDICAL,7.32,3,Yes,0
22,female,Master,28739,7000,EDUCATION,10.2,4,Yes,0
25,female,Associate,42495,4000,EDUCATION,11.07,5,Yes,0
31,male,Bachelor,79243,6000,EDUCATION,11.86,11,No,0
25,male,Bachelor,90809,6574,DEBTCONSOLIDATION,10.63,3,Yes,0
27,male,Bachelor,106290,9150,DEBTCONSOLIDATION,6.63,7,No,0
23,male,Associate,78696,3600,EDUCATION,8.85,3,Yes,0
34,male,High School,60700,10000,PERSONAL,9.97,7,Yes,0
24,female,Associate,99475,5000,VENTURE,16.67,4,Yes,0
23,male,Bachelor,99186,11000,EDUCATION,11.01,3,No,0
31,male,Associate,50253,2728,VENTURE,11.75,9,No,0
25,male,Associate,67426,3000,VENTURE,11.14,7,Yes,0
25,male,Bachelor,59549,14000,EDUCATION,11.94,6,Yes,0
31,female,Master,41991,5000,DEBTCONSOLIDATION,6.49,8,Yes,0
24,male,Bachelor,193385,20000,PERSONAL,14.67,4,No,0
27,male,Bachelor,79302,4000,PERSONAL,7.15,5,Yes,0
37,female,Associate,79079,7000,DEBTCONSOLIDATION,10.36,14,Yes,0
30,male,High School,79088,2000,MEDICAL,7.63,7,Yes,0
36,male,High School,73972,10000,DEBTCONSOLIDATION,10.25,13,Yes,0
36,male,High School,22514,1532,DEBTCONSOLIDATION,13.1,13,Yes,0
30,female,Bachelor,89768,5000,MEDICAL,10.72,9,No,0
25,male,Bachelor,55007,5000,PERSONAL,11.97,3,No,0
26,female,Bachelor,80064,12000,VENTURE,11.96,2,Yes,0
24,male,Master,41316,2263,PERSONAL,10.16,3,No,0
31,female,Bachelor,74571,6000,HOMEIMPROVEMENT,7.54,9,Yes,0
24,female,Bachelor,62924,10000,EDUCATION,10.61,4,Yes,0
32,female,High School,37107,1585,DEBTCONSOLIDATION,10.86,9,Yes,0
24,male,Bachelor,39332,1958,MEDICAL,9.15,2,Yes,0
25,male,Associate,87286,16000,VENTURE,10.27,4,Yes,0
34,male,Bachelor,91919,4898,HOMEIMPROVEMENT,6.63,10,Yes,0
30,male,Bachelor,103003,12637,PERSONAL,8.97,7,Yes,0
26,male,High School,38062,4200,EDUCATION,11.87,5,Yes,0
37,female,High School,87551,10000,HOMEIMPROVEMENT,9.54,9,Yes,0
27,female,Bachelor,90615,22000,HOMEIMPROVEMENT,10.61,7,Yes,0
27,female,Doctorate,31299,5000,EDUCATION,7.38,7,Yes,0
34,female,High School,108875,25000,PERSONAL,14.33,10,No,0
32,female,Associate,181139,6000,PERSONAL,7.69,10,No,0
24,male,Bachelor,37211,3000,MEDICAL,6.25,3,Yes,0
29,female,Associate,50286,12000,PERSONAL,10.09,7,Yes,0
23,male,Associate,54977,9000,EDUCATION,10.35,3,Yes,0
27,female,Master,35430,2378,PERSONAL,6.44,8,Yes,0
35,male,High School,103125,1163,EDUCATION,8.98,11,Yes,0
27,female,Associate,79192,3000,PERSONAL,17.72,5,No,0
32,female,Bachelor,61071,4000,DEBTCONSOLIDATION,11.85,8,Yes,0
25,female,High School,108957,7000,MEDICAL,12.25,3,Yes,0
24,male,High School,55170,4058,DEBTCONSOLIDATION,5.99,3,No,0
32,female,High School,55173,5000,DEBTCONSOLIDATION,9.14,8,Yes,0
32,male,Associate,60484,10000,VENTURE,8.63,11,Yes,0
40,female,Associate,64496,3026,MEDICAL,11.42,17,No,0
42,female,Associate,67772,2000,DEBTCONSOLIDATION,11.53,15,Yes,0
25,female,High School,39717,3607,MEDICAL,10.01,4,Yes,0
43,male,Associate,81295,10000,MEDICAL,11.44,15,Yes,0
24,male,Bachelor,29599,5000,EDUCATION,7.56,2,Yes,0
30,female,Bachelor,60756,5600,MEDICAL,12.04,6,Yes,0
26,male,High School,58362,3221,VENTURE,7.21,5,Yes,0
26,male,Bachelor,57101,1469,MEDICAL,8.7,6,No,0
38,female,High School,25930,3000,DEBTCONSOLIDATION,13.48,17,Yes,0
22,female,High School,54802,3000,VENTURE,11.01,4,No,0
25,female,Associate,70738,17354,EDUCATION,12.74,4,Yes,0
26,female,Bachelor,37590,6284,VENTURE,10.86,6,No,0
23,female,Associate,60904,22000,MEDICAL,9.51,3,Yes,0
23,female,Master,67974,5481,EDUCATION,9.65,3,Yes,0
26,female,High School,83487,4800,MEDICAL,10.9,6,Yes,0
29,male,Associate,32680,5000,EDUCATION,7.35,6,No,0
25,female,High School,63303,2448,DEBTCONSOLIDATION,9.35,4,Yes,0
25,female,High School,61096,8500,HOMEIMPROVEMENT,15.29,4,Yes,0
27,male,Master,132969,6000,DEBTCONSOLIDATION,11.39,6,Yes,0
25,female,Bachelor,262563,25000,EDUCATION,13.74,2,No,0
24,male,Master,57190,1421,MEDICAL,11.57,4,Yes,0
23,female,Associate,46384,4500,EDUCATION,7.94,3,No,0
24,female,Associate,44207,4800,VENTURE,10.13,3,Yes,0
23,male,Bachelor,211032,18000,EDUCATION,10.98,3,No,0
27,male,Bachelor,22749,2678,PERSONAL,9.96,5,No,0
25,female,Associate,159550,10000,HOMEIMPROVEMENT,12.03,3,Yes,0
24,male,High School,77809,4000,VENTURE,8.57,3,No,0
33,male,Associate,146146,15200,MEDICAL,13.61,6,Yes,0
25,female,High School,61330,10000,HOMEIMPROVEMENT,14.49,4,Yes,0
26,male,Bachelor,108809,16000,EDUCATION,8.09,8,No,0
25,male,High School,65532,16000,PERSONAL,11.94,4,Yes,0
22,female,Bachelor,34748,1000,MEDICAL,12.95,4,Yes,0
26,female,Master,150170,10000,VENTURE,12.07,5,Yes,0
25,female,Associate,29771,7000,EDUCATION,10.07,3,No,0
25,male,High School,28133,6000,EDUCATION,12.05,3,Yes,0
28,male,Bachelor,84977,3581,DEBTCONSOLIDATION,13.21,10,No,0
31,female,Master,41943,1500,EDUCATION,10.88,6,Yes,0
30,male,Bachelor,58775,7200,EDUCATION,10.48,8,Yes,0
26,female,Associate,69466,1797,DEBTCONSOLIDATION,13.33,4,Yes,0
29,female,High School,162640,10671,VENTURE,11.01,7,Yes,0
24,female,Associate,106107,10000,MEDICAL,11.6,3,Yes,0
23,female,Master,144967,6000,MEDICAL,12.55,4,No,0
26,male,Bachelor,150897,20000,DEBTCONSOLIDATION,11.66,5,Yes,0
28,female,Bachelor,67134,3200,DEBTCONSOLIDATION,9.91,5,Yes,0
34,female,Bachelor,47016,3527,DEBTCONSOLIDATION,12.66,12,Yes,0
41,female,Associate,45446,6000,MEDICAL,12.99,11,Yes,0
32,female,Bachelor,136004,6000,DEBTCONSOLIDATION,5.53,10,Yes,0
29,male,High School,87287,20000,VENTURE,11.45,7,Yes,0
27,female,Associate,241164,10000,DEBTCONSOLIDATION,7.44,7,Yes,0
25,male,Master,82938,10000,PERSONAL,15.88,3,No,0
27,male,Bachelor,58591,8000,VENTURE,10.35,7,Yes,0
28,female,Bachelor,46944,3020,PERSONAL,9.67,10,No,0
43,male,Associate,151037,8825,EDUCATION,7.88,13,Yes,0
25,female,Bachelor,46907,3000,EDUCATION,13.48,3,Yes,0
25,male,Bachelor,305559,9864,EDUCATION,6.99,2,Yes,0
27,male,Bachelor,240921,18401,VENTURE,14.52,5,Yes,0
25,male,Associate,62349,8000,VENTURE,8.27,5,Yes,0
35,male,Master,43041,5000,MEDICAL,9.03,9,No,0
26,female,High School,60869,6616,PERSONAL,9.93,4,Yes,0
28,male,High School,63073,12221,PERSONAL,10.95,6,Yes,0
26,female,High School,68341,20000,EDUCATION,13.43,4,No,0
27,female,Associate,62832,12000,VENTURE,9.22,6,Yes,0
25,female,High School,56096,4000,PERSONAL,8.85,5,Yes,0
23,female,Associate,40418,2000,EDUCATION,13.26,3,No,0
24,male,Master,78696,12000,VENTURE,11.69,4,No,0
25,male,Bachelor,30362,11743,VENTURE,9.4,4,Yes,0
23,female,Associate,85398,9412,MEDICAL,9.96,4,Yes,0
26,male,Bachelor,39332,6500,EDUCATION,12.14,4,Yes,0
25,female,Master,67070,4000,EDUCATION,9.36,4,Yes,0
26,male,Master,61110,9000,PERSONAL,6.97,3,Yes,0
24,female,High School,82837,4172,EDUCATION,5.56,4,Yes,0
26,female,Bachelor,126951,5000,HOMEIMPROVEMENT,8.1,4,Yes,0
33,female,Master,28663,6500,MEDICAL,11.14,8,No,0
22,female,Associate,29765,5105,MEDICAL,13.42,3,Yes,0
24,male,Associate,139946,15557,EDUCATION,14.72,4,Yes,0
32,male,High School,110648,1712,EDUCATION,10.6,6,Yes,0
27,male,High School,43273,5000,MEDICAL,12.61,5,Yes,0
24,male,Bachelor,96911,6000,DEBTCONSOLIDATION,8.59,3,No,0
24,male,High School,91206,6000,VENTURE,8.03,3,No,0
24,female,High School,144930,3745,VENTURE,5.77,4,Yes,0
27,female,Master,78896,7000,VENTURE,15.85,7,No,0
27,male,High School,70776,4542,EDUCATION,14.42,7,Yes,0
27,male,High School,146692,35000,EDUCATION,12.54,4,Yes,0
38,male,Associate,72926,16000,MEDICAL,11.07,16,Yes,0
22,male,Associate,63133,5000,PERSONAL,6.99,4,Yes,0
26,male,Associate,25154,7055,MEDICAL,7.76,3,Yes,0
30,female,Master,62232,4869,MEDICAL,12.16,10,Yes,0
31,female,Master,76544,8000,HOMEIMPROVEMENT,8.2,7,No,0
23,male,High School,75338,7559,PERSONAL,12.97,3,No,0
30,female,Master,374108,13587,VENTURE,11.52,9,No,0
23,female,High School,79052,5296,DEBTCONSOLIDATION,6.92,4,Yes,0
30,female,High School,91126,7000,HOMEIMPROVEMENT,7.43,11,No,0
27,male,High School,44236,10000,EDUCATION,8.21,6,Yes,0
25,male,Bachelor,81247,12000,EDUCATION,6.69,3,No,0
42,male,Bachelor,60837,16000,VENTURE,12.98,13,No,0
26,female,Bachelor,140048,21520,EDUCATION,14.39,5,No,0
25,female,High School,61151,6000,PERSONAL,8.18,3,No,0
24,male,High School,63152,20000,VENTURE,13.24,4,No,0
26,female,Bachelor,108768,20000,PERSONAL,11.24,4,Yes,0
24,male,Associate,16592,1301,MEDICAL,10.56,4,No,0
